page,name,link,thumbnail,rating,date,snippet,images,local_guide,CoffeeShop
2,Alyssa Grace,https://www.google.com/maps/contrib/110349545908081835107?hl=en-US&sa=X&ved=2ahUKEwignISyhJz7AhUaFlkFHbxaCkYQvvQBegUIARCBAQ,https://lh3.googleusercontent.com/a-/ACNPEu9TSEMJreQMp4ULAwUVazoVzHNWNuirMYKjOgXRuA=s40-c-c0x00000000-cc-rp-mo-br100,5.0,a month ago,"My favourite cafe in surry, service is always amazing I get welcomed every time I step foot into the cafe!! Best matcha and dirty chai!!!!",,,Veneziano Coffee
2,David Hedlund,https://www.google.com/maps/contrib/110520134850296923369?hl=en-US&sa=X&ved=2ahUKEwignISyhJz7AhUaFlkFHbxaCkYQvvQBegUIARCcAQ,https://lh3.googleusercontent.com/a-/ACNPEu9xgxJcTyhYZ5cWAMBo-y6dg8NmvgaPKW3j8s1U7w=s40-c-c0x00000000-cc-rp-mo-br100,3.0,a month ago,"This used to be my favourite coffee in Sydney, but it’s definitely gone down hill in the last couple years. The blend they use with Oat Milk is just not good.",,,Veneziano Coffee
2,Harvey Geraghty,https://www.google.com/maps/contrib/110230932818376265996?hl=en-US&sa=X&ved=2ahUKEwignISyhJz7AhUaFlkFHbxaCkYQvvQBegUIARCyAQ,https://lh3.googleusercontent.com/a-/ACNPEu-b-4NJ0OnIgsXyhiH8jMbh5cmXS7U7JKFGSFyoJw=s40-c-c0x00000000-cc-rp-mo-br100,5.0,2 months ago,Very tasty coffee. The barista with long hair and moustache is very nice and makes a bangin brew,,,Veneziano Coffee
2,David Owen,https://www.google.com/maps/contrib/101048963270566524604?hl=en-US&sa=X&ved=2ahUKEwignISyhJz7AhUaFlkFHbxaCkYQvvQBegUIARDIAQ,https://lh3.googleusercontent.com/a-/ACNPEu8rU-g95la_vZKo18s_cHgKBqJBQSCHFeg_HcM5SSY=s40-c-c0x00000000-cc-rp-mo-ba4-br100,4.0,2 months ago,Good quality coffee if a little pricey even for Surry Hills. Great spot to sit on the sidewalk with your pooch.,,True,Veneziano Coffee
2,Vishal Dalal,https://www.google.com/maps/contrib/103003084726533387836?hl=en-US&sa=X&ved=2ahUKEwignISyhJz7AhUaFlkFHbxaCkYQvvQBegUIARDeAQ,https://lh3.googleusercontent.com/a-/ACNPEu87mi5IZ11QpQv7dxF1za_0zJx7Yw8OOsyUswLC=s40-c-c0x00000000-cc-rp-mo-br100,5.0,2 months ago,Hands down the best coffee in Surry Hills!Super friendly and knowledgeable staff! I also bought coffee beans for home and the cafe manager there took her time to explain different varieties. An absolute must try if you’re in Surry Hills!,,,Veneziano Coffee
2,Ives Eats,https://www.google.com/maps/contrib/116751068318752128731?hl=en-US&sa=X&ved=2ahUKEwignISyhJz7AhUaFlkFHbxaCkYQvvQBegUIARD7AQ,https://lh3.googleusercontent.com/a/ALm5wu36mHu8NV8i3GSaclAsuGyl7hWY9N5bpiwiBdqR=s40-c-c0x00000000-cc-rp-mo-ba2-br100,5.0,2 months ago,Excellent coffee. $5.50 for regular size takeaway cup.,['https://lh5.googleusercontent.com/p/AF1QipNpAp6AxEL360AFDbnxw_eySxWQ87o0jAaQkeIC=w100-h100-p-n-k-no'],True,Veneziano Coffee
3,M M,https://www.google.com/maps/contrib/109247573255640453115?hl=en-US&sa=X&ved=2ahUKEwiZi7OyhJz7AhV9EVkFHdyCDwYQvvQBegQIARA7,https://lh3.googleusercontent.com/a/ALm5wu0JbbM9M5Q-ZLVAiVbHVrEekqpP5PofWA9t9VhDMg=s40-c-c0x00000000-cc-rp-mo-br100,5.0,2 months ago,Had the best coffee here this morning,,,Veneziano Coffee
3,T Nguyen,https://www.google.com/maps/contrib/104533353107191990187?hl=en-US&sa=X&ved=2ahUKEwiZi7OyhJz7AhV9EVkFHdyCDwYQvvQBegQIARBk,https://lh3.googleusercontent.com/a-/ACNPEu-O5zuX_OQkdDB5sQlPnChXfYwLsUtJQoK5LZMB3w=s40-c-c0x00000000-cc-rp-mo-br100,4.0,3 months ago,love the cold brew,"['https://lh5.googleusercontent.com/p/AF1QipMeck_OSqXpQQC2Okch3c89aL2oZhQXPdJqu8Y5=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPBLq7Mz-dS_CN90DVXeQH-GFqRz5_pgN4omrC8=w100-h100-p-n-k-no']",,Veneziano Coffee
3,glenn Turnbull,https://www.google.com/maps/contrib/113729601485057562448?hl=en-US&sa=X&ved=2ahUKEwiZi7OyhJz7AhV9EVkFHdyCDwYQvvQBegQIARB9,https://lh3.googleusercontent.com/a/ALm5wu3FX_jCeozPlcptCXEim3WAZyevbTtpM_RnnUAz=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5.0,3 months ago,Nice coffee,,True,Veneziano Coffee
3,Jamie Daw,https://www.google.com/maps/contrib/116774634165196188162?hl=en-US&sa=X&ved=2ahUKEwiZi7OyhJz7AhV9EVkFHdyCDwYQvvQBegUIARCTAQ,https://lh3.googleusercontent.com/a/ALm5wu3UfpBPXQ0eOGUvQG0m_0NZp1uq21fKdBnnM81g=s40-c-c0x00000000-cc-rp-mo-br100,5.0,3 months ago,"Great coffee, great friendly staff with beautiful cafe layout. Nice to sit outside during smoko when I'm working in the area",,,Veneziano Coffee
3,Michael Chora,https://www.google.com/maps/contrib/100523379033266909609?hl=en-US&sa=X&ved=2ahUKEwiZi7OyhJz7AhV9EVkFHdyCDwYQvvQBegUIARCwAQ,https://lh3.googleusercontent.com/a/ALm5wu3pF0l_Olxb9Tm7lze52aqaMcZ1C5XkcsLlo48X=s40-c-c0x00000000-cc-rp-mo-ba4-br100,4.0,4 months ago,Good toasties,,True,Veneziano Coffee
3,Patrisha Kom,https://www.google.com/maps/contrib/108701116834529132466?hl=en-US&sa=X&ved=2ahUKEwiZi7OyhJz7AhV9EVkFHdyCDwYQvvQBegUIARDNAQ,https://lh3.googleusercontent.com/a/ALm5wu0WdvjKSck5WFY-78jq1uCF95sQ7lyLHziax0Sa=s40-c-c0x00000000-cc-rp-mo-br100,5.0,4 months ago,good coffee and friendly staff,,,Veneziano Coffee
3,Vincent K,https://www.google.com/maps/contrib/110656374218894207285?hl=en-US&sa=X&ved=2ahUKEwiZi7OyhJz7AhV9EVkFHdyCDwYQvvQBegUIARDjAQ,https://lh3.googleusercontent.com/a-/ACNPEu8K89aCwmpnMcaEcNQDWQU58u_PoczJvMvTKKPj=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5.0,4 months ago,Amazing coffee that's like a hug in a cup. Friendly staff who are always awesome.,,True,Veneziano Coffee
3,Tessa Holy,https://www.google.com/maps/contrib/101504500812176363811?hl=en-US&sa=X&ved=2ahUKEwiZi7OyhJz7AhV9EVkFHdyCDwYQvvQBegUIARCMAg,https://lh3.googleusercontent.com/a-/ACNPEu8OseBclEDDzL4Klu9olc5RNYvH2ckLUO3gjgeraw=s40-c-c0x00000000-cc-rp-mo-br100,5.0,4 months ago,love the new donuts from Brooklyn Boy Bagels! can we get some bagels as well please? ;),,,Veneziano Coffee
4,Monique Wijnia,https://www.google.com/maps/contrib/102925729904396292756?hl=en-US&sa=X&ved=2ahUKEwihwduyhJz7AhWKD1kFHZVDDwwQvvQBegQIARA7,https://lh3.googleusercontent.com/a-/ACNPEu-m4yhbf2y--1rYswRbGaRFeCbwqnw19-Xf5dFt4JE=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5.0,5 months ago,"Veneziano coffee is one of my favourite places in Surry Hills to get coffee. the coffee they sell is amazing. I'm a fan of low acidity coffee and their ""Crave"" beans are the best. and the flat whites are yum! They also have decaf beans which I use at home.. I love a sneaky after dinner coffee. The café itself is gorgeous, with a very modern look, great vibe and lovely baristas. Whether you drink it in the café or take away, you'll enjoy your cup of coffee.",,True,Veneziano Coffee
4,Will Alonzo,https://www.google.com/maps/contrib/100736916723789649699?hl=en-US&sa=X&ved=2ahUKEwihwduyhJz7AhWKD1kFHZVDDwwQvvQBegQIARB3,https://lh3.googleusercontent.com/a/ALm5wu1fHedA3603twBwez4zVA5BxdbFDIy7PVr0F2Qg=s40-c-c0x00000000-cc-rp-mo-br100,5.0,5 months ago,"Great coffee, great customer service, amazing place to have a meetings.",,,Veneziano Coffee
4,Adam,https://www.google.com/maps/contrib/106195794106637504035?hl=en-US&sa=X&ved=2ahUKEwihwduyhJz7AhWKD1kFHZVDDwwQvvQBegUIARCNAQ,https://lh3.googleusercontent.com/a-/ACNPEu-8J8u93Uy8DPI5AiPgw4aRIb8cBfDt2ufw4rkCeXg=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5.0,5 months ago,"My fav coffee shop in the area! Great roasts, bottomless sit in batch brew, and yummy treats. Also great cafe setup - good tables for sitting and doing a bit of work.",,True,Veneziano Coffee
4,Misspiggyexplores,https://www.google.com/maps/contrib/107035928539472323046?hl=en-US&sa=X&ved=2ahUKEwihwduyhJz7AhWKD1kFHZVDDwwQvvQBegUIARCjAQ,https://lh3.googleusercontent.com/a-/ACNPEu-I1T3_1KfO8Wvkw5VMEhez6dH6q4DHB6zPbJtFFw=s40-c-c0x00000000-cc-rp-mo-ba6-br100,5.0,5 months ago,Love this minimalist cafe!The coffee was brilliant! The service was great! Friendly staffs and the coffee just hit the spot!,"['https://lh5.googleusercontent.com/p/AF1QipNm0bXbCn2XTeEE82KVXQlo0g5-7o9O5Dvg33R2=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPCm_gaYODrWm8A38QmqTuSDAXEw1lXijSQGqnq=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPpFIPWSabRfKMIfPCk13-5Svt2lyIEaFcGSdxG=w100-h100-p-n-k-no']",True,Veneziano Coffee
4,Zoha Fard,https://www.google.com/maps/contrib/110128132881055571637?hl=en-US&sa=X&ved=2ahUKEwihwduyhJz7AhWKD1kFHZVDDwwQvvQBegUIARDjAQ,https://lh3.googleusercontent.com/a-/ACNPEu-7Z97lJdaMh-e8mXKBq9hAi39O-gpofVcIIcicbw=s40-c-c0x00000000-cc-rp-mo-ba4-br100,3.0,7 months ago,Beautiful place! Still wondering why drip coffee needs to be $6?,,True,Veneziano Coffee
4,Joe V,https://www.google.com/maps/contrib/104019170138694792828?hl=en-US&sa=X&ved=2ahUKEwihwduyhJz7AhWKD1kFHZVDDwwQvvQBegUIARD5AQ,https://lh3.googleusercontent.com/a-/ACNPEu_QOPf4mjYymgCHyd4da4nGS_OujjMsBvFj4i-khzk=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5.0,7 months ago,Pretty good coffee. Friendly staff. Pleasant shop to sit in and you get free sparkling water.,['https://lh5.googleusercontent.com/p/AF1QipPGcR2A3MEOt18g5bSMyZ4FGbpTRMDeKhWbAtSZ=w100-h100-p-n-k-no'],True,Veneziano Coffee
1,Dani L,https://www.google.com/maps/contrib/115546792663187867545?hl=en-US&sa=X&ved=2ahUKEwivhIWzhJz7AhUHMlkFHY34DqsQvvQBegQIARBB,https://lh3.googleusercontent.com/a/ALm5wu1W16_UPQ3bdDtMGzQMJBZLUvj0936YRQpkiaJz=s40-c-c0x00000000-cc-rp-mo-ba5-br100,4.0,a day ago,Love the Japanese fusion in the food! Went there for the matcha lava toast! Nice environment and good vibe!,"['https://lh5.googleusercontent.com/p/AF1QipP-5TMRInZ5A_SxlHmy1V_hVG45Ftb_00Rw8B1G=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMY_FWGyzGtrqbLpp1Nun0iJOF9qJv3ShBG5GZz=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOTDhXUmz9_m5K1dXFXmU9FnESCP3snZXz_i5wM=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMimEuOHnkUNlDbdxYb88i5DJ3h8w7BT5tV37yl=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPWgN9waLdNuI48xJcF1WvQ93eKd6yVhcSUIHbt=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN3gRygquMQehXFpaZ9_6I-ifcrRps68KLImGYE=w100-h100-p-n-k-no']",True,Meet Mica
1,Kenya Cleaver,https://www.google.com/maps/contrib/109499982405625361106?hl=en-US&sa=X&ved=2ahUKEwivhIWzhJz7AhUHMlkFHY34DqsQvvQBegQIARBm,https://lh3.googleusercontent.com/a/ALm5wu2LHqJf6oMZ3KCxs_SBOr5vneM3GbIErvXTo_UqnA=s40-c-c0x00000000-cc-rp-mo-br100,2.0,a week ago,Great coffee. Food isn’t that great. Ordered a ruben and eggs on toast. Ruben was burnt and tasted like packet meat. Would come back for coffees though,"['https://lh5.googleusercontent.com/p/AF1QipOkLWHfxF13ey-cAt2XEA8P_SsntlfTH7Tibx2i=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPeVGK2Tw0gxxnCIWXAYbFtLBAgyOqcgaqKawLn=w100-h100-p-n-k-no']",,Meet Mica
1,Ricardo,https://www.google.com/maps/contrib/105313124344714720125?hl=en-US&sa=X&ved=2ahUKEwivhIWzhJz7AhUHMlkFHY34DqsQvvQBegUIARCAAQ,https://lh3.googleusercontent.com/a-/ACNPEu-hW3x2q4Aw5tiUhG7-Vhxs0V5Vr1PraQ1OspIZYz8=s40-c-c0x00000000-cc-rp-mo-ba5-br100,2.0,a week ago,"Service is good and relatively fast and friendly. Most of the items you see photos of are discounted or not available at the moment so we only had desserts, which was ordinary or less. The banana muffin is not good at all, the banana inside tastes bad. The Portuguese tart lacks flavour, it's only big. Matcha latè was OK.Food: 2/5 | Service: 3/5 | Atmosphere: 3/5 …More","['https://lh5.googleusercontent.com/p/AF1QipPEE7e6vKKBHyK37QWurgG9PzsOe_7W7yIqQ92z=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPE-KtRdiNNu6BHSUw75cGxexPY8i3AzjIkCNke=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNgZq9yAO7DA_cWVUvuFGot5faOTxD61pLk0mGs=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNm4T09kROSvR5as0MvMt7iii-Twd0lpNxyv1Wi=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMHa0W1TPjpUdZcWtmuKv6mIYG-ERMiwT-vVwRm=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP9zwE9a5V5h6I-3Mb5k0VwDN5Ew-Hx6SE5ULip=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMhzDpol8i2hw28PbbzS4HQ1vLO72ap5sjopuzp=w100-h100-p-n-k-no']",True,Meet Mica
1,Chris Lovatt,https://www.google.com/maps/contrib/106550649948782431230?hl=en-US&sa=X&ved=2ahUKEwivhIWzhJz7AhUHMlkFHY34DqsQvvQBegUIARCkAQ,https://lh3.googleusercontent.com/a-/ACNPEu8UMGaJe-kJH8Z_4KSR0gzzcgJ-r1EN6tx_4TpYW9E=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5.0,2 weeks ago,Taste 2.6 Temp 2.6 Texture 2.5 (7.7 /9) Art 0.2 total 7.9,['https://lh5.googleusercontent.com/p/AF1QipOFTyW6CLgCEFzPiuIOhdg-QObR3Kz_IrO-YK7X=w100-h100-p-n-k-no'],True,Meet Mica
1,Riley Rosser,https://www.google.com/maps/contrib/117855779897691488734?hl=en-US&sa=X&ved=2ahUKEwivhIWzhJz7AhUHMlkFHY34DqsQvvQBegUIARC9AQ,https://lh3.googleusercontent.com/a/ALm5wu28r69Nun9qZWlbgRXLPQ8F9XNkAWv6SNsi5Crq=s40-c-c0x00000000-cc-rp-mo-br100,2.0,3 weeks ago,"We came in for a quick snack and regret dining in. We were waiting over half an hour for two hot chocolates and two ham and cheese toasties. The toasties were $10 each and made with a fluorescent orange cheese goop. The hot chocolates were bitter and watery. Not worth the price or the wait. This was at around noon on a Saturday but the cafe was far from full. If you're dying for a caffeine hit and can't make it to one of several better cafes nearby (I recommend Charmed or Hunter's Corner), get a coffee and a pre-made muffin to take away.",,,Meet Mica
1,Jess N,https://www.google.com/maps/contrib/115502722535355213414?hl=en-US&sa=X&ved=2ahUKEwivhIWzhJz7AhUHMlkFHY34DqsQvvQBegUIARDZAQ,https://lh3.googleusercontent.com/a/ALm5wu0to7sj_Hy7XK_xLB3Aw-FZ02a66SyF_FKOQxFT=s40-c-c0x00000000-cc-rp-mo-ba4-br100,3.0,3 weeks ago,"Mixed reviews. Most of the dishes were a little disappointing (looks better than it tastes and they were very hyped online). The matcha lava cake was nice, though they did not have enough sauce.",,True,Meet Mica
1,Iburton,https://www.google.com/maps/contrib/107348333780251081346?hl=en-US&sa=X&ved=2ahUKEwivhIWzhJz7AhUHMlkFHY34DqsQvvQBegUIARD3AQ,https://lh3.googleusercontent.com/a-/ACNPEu8qNamYWqq7xu8D3_jINxi3AOLwxQrqtdksnaiy=s40-c-c0x00000000-cc-rp-mo-br100,1.0,a month ago,Waited 30 minutes for an average B&E. Coffees tasted like soap and the patisserie was stale as anything. At least I know never to go here again. Thanks,,,Meet Mica
1,Agnes Kok,https://www.google.com/maps/contrib/111463753174057797367?hl=en-US&sa=X&ved=2ahUKEwivhIWzhJz7AhUHMlkFHY34DqsQvvQBegUIARCnAg,https://lh3.googleusercontent.com/a/ALm5wu0Yx_aI5EazWtqwrwbWzpjDR1G6_wB6SP-WFlQb=s40-c-c0x00000000-cc-rp-mo-br100,5.0,a month ago,"Perfect place for brunch ! Good food, good vibes and staffs are very friendly!",['https://lh5.googleusercontent.com/p/AF1QipP9z2N--8c0ETdWN49o9uEtnDyQKDdnS9HR63E1=w100-h100-p-n-k-no'],,Meet Mica
1,Joyce Qiu,https://www.google.com/maps/contrib/113769725276111334900?hl=en-US&sa=X&ved=2ahUKEwivhIWzhJz7AhUHMlkFHY34DqsQvvQBegUIARC_Ag,https://lh3.googleusercontent.com/a-/ACNPEu9OjBPcRpHAVS2JtFEpE1qyMzO4D4cH-Q6iPPnnDQ=s40-c-c0x00000000-cc-rp-mo-ba5-br100,4.0,2 months ago,"Food was pretty averageHochija latte was good though, a little pricey","['https://lh5.googleusercontent.com/p/AF1QipOy49hKAnJQDy1VfpDin90e2DacqAo5YTS0GoaA=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMutOPJsvUsPOiHJ3YRTwTdcbLw9HPv-T7chZyQ=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOecMl7uOPPxeNfJjYpQPbbeyCuiLoqEP-SNNNb=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPjA4F1WGYIf-4nVD1LxxQtSL6GXTSZYpnVr3eg=w100-h100-p-n-k-no']",True,Meet Mica
2,Chris Beaman,https://www.google.com/maps/contrib/109162050989521082278?hl=en-US&sa=X&ved=2ahUKEwj06t-zhJz7AhUeVTABHV6iBNcQvvQBegQIARA7,https://lh3.googleusercontent.com/a-/ACNPEu8yP0ukumy6Q5UCqwCMy9KsqjSRr3twxkchsYkc=s40-c-c0x00000000-cc-rp-mo-ba4-br100,4.0,2 months ago,"Great service, great menu optionsDietary restrictions: Dietary restrictions are a weakness",,True,Meet Mica
2,Natasha,https://www.google.com/maps/contrib/111968301394430513185?hl=en-US&sa=X&ved=2ahUKEwj06t-zhJz7AhUeVTABHV6iBNcQvvQBegUIARCEAQ,https://lh3.googleusercontent.com/a/ALm5wu2YVg7-LAvOQ3pT65fyuUyusg8PX-LA3yU07f2O9xw=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5.0,3 months ago,"Wonderful array of food for a Saturday morning breakfast. Delicate and delightful scrambled eggs on toast, and a fresh eggs benny on brioche toast. Matcha here is authentic in taste with its original earthy flavours. Totally recommend this café spot for anyone looking for a western-asian twist on food that knows balance.","['https://lh5.googleusercontent.com/p/AF1QipOKi7vQV6J38FMxpfpY3SSXEuxvzV1i2w_6Zz_P=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMuRQLak2yiVW4m-6vwjS3wEvs83etJGoYWEeAu=w100-h100-p-n-k-no']",True,Meet Mica
2,Philip Lo,https://www.google.com/maps/contrib/103100684408940569665?hl=en-US&sa=X&ved=2ahUKEwj06t-zhJz7AhUeVTABHV6iBNcQvvQBegUIARCkAQ,https://lh3.googleusercontent.com/a-/ACNPEu-HKSqeDt0pLXjX4EUdDqPdalPESvrgoGWfaJ3-mg=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5.0,3 months ago,"Definitely one of my favourite breakfast/brunch spots in Sydney.If you're after brunch with a twist"" - this the place to go. I have been here numerous times and always leave with big smiles and full stomachs. Their ""Eggs Benny"" are a must try.","['https://lh5.googleusercontent.com/p/AF1QipMCvWsRpgnhk7R-XccCXaMaeY07Z2A9F78PV8op=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPek-Rk7WRAiUNEarfXBD6MA8gN7o0aKFoCKAeN=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMTEXYNp2vrkBPBVx1HnSmThJzMCkTCIuNL-FMk=w100-h100-p-n-k-no']",True,Meet Mica
2,Prach Sirisawat,https://www.google.com/maps/contrib/117252935906952340592?hl=en-US&sa=X&ved=2ahUKEwj06t-zhJz7AhUeVTABHV6iBNcQvvQBegUIARC-AQ,https://lh3.googleusercontent.com/a-/ACNPEu9_CfzYlK8qHpWoXo-ViVS-yt1Yb7AhjIgdjRlrqPE=s40-c-c0x00000000-cc-rp-mo-ba4-br100,4.0,3 months ago,Large space for this cafe. Very friendly staff. The food is very nice compared to the price. Coffee is considered good for the area. Recommend to come here on a laze weekend and looking for a place to enjoy your free time.,"['https://lh5.googleusercontent.com/p/AF1QipPRVy0vpWy60Y2FtH9LS2_rlFpHzIJSOsu2YVPX=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOaXiBjY5HPsD7jNmMviqerZd6iHLbtMClSRQrh=w100-h100-p-n-k-no']",True,Meet Mica
2,Jenny Thu,https://www.google.com/maps/contrib/117673070113741222738?hl=en-US&sa=X&ved=2ahUKEwj06t-zhJz7AhUeVTABHV6iBNcQvvQBegUIARDeAQ,https://lh3.googleusercontent.com/a-/ACNPEu_uzcvENVv8SM2xm5zAQPErQp1wCglBSQ7UK0Ik=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5.0,3 months ago,Truffle beef stew was delish.,,True,Meet Mica
2,Mon Wang,https://www.google.com/maps/contrib/112608621814162070798?hl=en-US&sa=X&ved=2ahUKEwj06t-zhJz7AhUeVTABHV6iBNcQvvQBegUIARCVAg,https://lh3.googleusercontent.com/a/ALm5wu2oHTUEvb_sMGff2dtQN5s0ASNgtsRUp6oovVapTg=s40-c-c0x00000000-cc-rp-mo-br100,5.0,4 months ago,"It is rare to find a brunch place in Sydney to actually live their rating on google review , I ve been to this place multiple times. Tried all of the food from their menu, their match toast is honestly so mind blown, the sauce from that leak from the center of the toast, the match ice cream next to the toast, everything is so amazing . Their chicken sticky rice bowl and soba noodle is also very amazing , the taste is very Japanese , honestly it’s a very rare find","['https://lh5.googleusercontent.com/p/AF1QipMP3KiENU5dehl5FbD0q5u0zBxuQbnW30k7Znje=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMFjbiPlO-7UtFyojLLIHLhBH5kdFgD4aaaoF1L=w100-h100-p-n-k-no']",,Meet Mica
2,CY Z,https://www.google.com/maps/contrib/111701707802412510626?hl=en-US&sa=X&ved=2ahUKEwj06t-zhJz7AhUeVTABHV6iBNcQvvQBegUIARCuAg,https://lh3.googleusercontent.com/a-/ACNPEu_hdUzLxix1AWKFLHRC9DA9nGxENLPvXQuhjW64NQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5.0,4 months ago,soo good!,"['https://lh5.googleusercontent.com/p/AF1QipPyDPwVF9wwaazExtrPc7O7A2iGcpLEi3i2-nVO=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNClZbdSPPIit8i7PbjsLtRckf8CYcO0XQI86s7=w100-h100-p-n-k-no']",True,Meet Mica
3,Susanna Yang,https://www.google.com/maps/contrib/115766631914911482407?hl=en-US&sa=X&ved=2ahUKEwie3c60hJz7AhWi_rsIHXNLBZMQvvQBegQIARA7,https://lh3.googleusercontent.com/a-/ACNPEu-KxuSvIV_K7wZ0MA-M5Obwdk4Y02Nt4aZ7pEA9=s40-c-c0x00000000-cc-rp-mo-br100,5.0,5 months ago,Brunch was delicious! Really enjoyed the crab egg croissant with a generous amount of crab meat & prawn butter in the scrambled eggs. 🤤 The seafood carbonara udon is perfect for this cold weather.,"['https://lh5.googleusercontent.com/p/AF1QipNLfmfgtyw24VojadwzwOkJOW-XQts5bv8XUJhg=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPyZ2Q66ODFoZGpESDfSXsXryYPByitVBqYLO2C=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMoVhIdvUd7g6v7nfW1CSfqeTyXJ9SmoL-YOCWA=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOC4u75dScM5nWzDcvgaGMmuT3mM1rFrXys3Gtz=w100-h100-p-n-k-no']",,Meet Mica
3,Maliha Khan,https://www.google.com/maps/contrib/115276391369314517456?hl=en-US&sa=X&ved=2ahUKEwie3c60hJz7AhWi_rsIHXNLBZMQvvQBegQIARBd,https://lh3.googleusercontent.com/a/ALm5wu2z-JEoFfhaDvXf-Hd_MgNixHbhyqjcewVp1Q3zSkI=s40-c-c0x00000000-cc-rp-mo-ba4-br100,4.0,5 months ago,Quick and friendly service. Good coffee. Generous food portions. Would visit again.,"['https://lh5.googleusercontent.com/p/AF1QipOGXkPp_f_kuOCtHIdA10y7-odBUK6D_tevfCIZ=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM6mh599h4oofTULZV-wcM_K10SAcU_kmVkcF7T=w100-h100-p-n-k-no']",True,Meet Mica
3,Sam Lim,https://www.google.com/maps/contrib/100577391498559490561?hl=en-US&sa=X&ved=2ahUKEwie3c60hJz7AhWi_rsIHXNLBZMQvvQBegQIARB9,https://lh3.googleusercontent.com/a/ALm5wu0FDd85NF26_wLWsh65_lzRzKJfSyXIICkoS7tU=s40-c-c0x00000000-cc-rp-mo-br100,4.0,5 months ago,"As much as I love Japanese themed cafe, matcha latte was amazing and Decor is decent. Food is very well detailed and delicious ! Tables are a bit too close to another and felt a bit crammed in there but didn’t get bothered too much by that. Recommended","['https://lh5.googleusercontent.com/p/AF1QipO_Yd-ahc8IsxXKCx9CDIKSgSFlc9VP0XwuZ7fl=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN-q4qNKrxbPJlF7zSUVfCBjAEMadm1jvDO1ODN=w100-h100-p-n-k-no']",,Meet Mica
3,Tony Fernan,https://www.google.com/maps/contrib/113614739324872881767?hl=en-US&sa=X&ved=2ahUKEwie3c60hJz7AhWi_rsIHXNLBZMQvvQBegUIARCpAQ,https://lh3.googleusercontent.com/a-/ACNPEu8Sw3SsWiJIgUA8ugEJVxnbxRlBBBsI7ihc671V=s40-c-c0x00000000-cc-rp-mo-br100,5.0,6 months ago,"good range menu , really nice ice latte. Just like the atmosphere and the place.",,,Meet Mica
